ensgid,gene_name,Subsystem,category.HPA,tissues.HPA,category.GTEx,tissues.GTEx,fpkm.HPA.adrenal,fpkm.HPA.appendices,fpkm.HPA.bonemarrow,fpkm.HPA.brain,fpkm.HPA.colon,fpkm.HPA.duodenum,fpkm.HPA.endometrium,fpkm.HPA.esophagus,fpkm.HPA.fallopiantube,fpkm.HPA.fat,fpkm.HPA.gallbladder,fpkm.HPA.heart,fpkm.HPA.kidney,fpkm.HPA.liver,fpkm.HPA.lung,fpkm.HPA.lymphnode,fpkm.HPA.ovary,fpkm.HPA.pancreas,fpkm.HPA.placenta,fpkm.HPA.prostate,fpkm.HPA.rectum,fpkm.HPA.salivarygland,fpkm.HPA.skeletalmuscle,fpkm.HPA.skin,fpkm.HPA.smallintestine,fpkm.HPA.smoothmuscle,fpkm.HPA.spleen,fpkm.HPA.stomach,fpkm.HPA.testis,fpkm.HPA.thyroid,fpkm.HPA.tonsil,fpkm.HPA.urinarybladder,fpkm.GTEx.adipose,fpkm.GTEx.adrenal,fpkm.GTEx.artery,fpkm.GTEx.bladder,fpkm.GTEx.blood,fpkm.GTEx.brain.cerebellum,fpkm.GTEx.brain.cerebrum,fpkm.GTEx.breast,fpkm.GTEx.cervix,fpkm.GTEx.colon,fpkm.GTEx.esophagus,fpkm.GTEx.fallopiantube,fpkm.GTEx.heart,fpkm.GTEx.kidney,fpkm.GTEx.liver,fpkm.GTEx.lung,fpkm.GTEx.nerve,fpkm.GTEx.ovary,fpkm.GTEx.pancreas,fpkm.GTEx.pituitary,fpkm.GTEx.prostate,fpkm.GTEx.skeletalmuscle,fpkm.GTEx.skin,fpkm.GTEx.smallintestine,fpkm.GTEx.spleen,fpkm.GTEx.stomach,fpkm.GTEx.testis,fpkm.GTEx.thyroid,fpkm.GTEx.uterus,fpkm.GTEx.vagina,geneID
ENSG00000000419,DPM1,ER glycosylation,Expressed in all,,Expressed in all,,44.69,32.59,28.64,18.31,32.09,26.79,34.93,36.66,32.71,28.54,34.11,32.6,35.25,23.67,25.24,45.47,30.79,10.61,35.39,33.11,34.74,17.31,13.93,22.88,30.16,30.72,27.52,24.9,38.69,44.72,43.08,40.64,21.98,29.48,20.37,20.6,7.97,17.26,14.42,25.02,23.54,20.78,21.75,23.67,19.01,15.98,14.51,21.19,22.33,23.93,17.24,20.24,21.98,18.09,20.03,21.05,24.85,21.14,34.06,23.9,23.85,22.93,8813
ENSG00000129562,DAD1,ER glycosylation,Expressed in all,,Expressed in all,,163.62,133.75,62.31,86.31,146.46,118.02,159.75,143.19,214.83,115.18,170.33,101.97,202,95.63,134.32,127.43,133.74,41,109.77,164.86,160.43,127.88,36.3,85.11,123.81,157.88,100.74,130.18,139.7,220.09,141.83,163.45,97.74,144.31,100.14,76.04,77.47,38.53,71.9,105.32,124.53,89.49,90.12,111.16,72.74,111.43,76.92,115.07,119.18,92.78,68.4,142.22,86.4,41.4,78.17,87.67,112.91,99.66,118.22,133.17,117.43,107.42,1603
ENSG00000131584,ACAP3,Trafficking regulation,Expressed in all,,Expressed in all,,3.07,1.71,3.42,10.78,4.4,3.38,2.53,4.44,1.83,4.06,2.68,2.47,2.11,0.9,2.43,1.68,2.26,0.92,2.43,2.93,1.29,4.31,2.77,10.49,3.55,2.59,4.06,4.11,1.55,1.34,1.42,2.87,14.57,20.76,12.87,31.46,9.16,193.53,47.4,20.46,31.32,23.71,34.54,31.25,17.81,19.62,13.22,19.55,21.59,29.75,10.99,93.74,33.5,9.98,48.93,25.89,27.91,21.67,14.27,19.37,36.42,45.52,116983
ENSG00000066777,ARFGEF1,Trafficking regulation,Expressed in all,,Expressed in all,,9.85,14.03,13.12,9.31,16.18,12.98,10.2,12.71,12.44,8.04,12.58,5.18,18.48,6.19,12.09,14.27,9.71,3.74,11.31,11.84,14.63,7.27,3.74,10.54,14.34,9.88,11.07,14.54,30.3,21.33,14.72,19.01,7.8,7.27,6.57,11.68,5.47,7.4,4.81,9.03,7.25,9.79,8.88,6.34,4.26,6.92,3.78,8.34,7.52,6.55,5.29,9.11,8.49,5.27,9.17,8.24,7.81,8.11,17,10.33,6.99,8.46,10565
ENSG00000080371,RAB21,Post-Golgi trafficking,Expressed in all,,Expressed in all,,6.67,3.72,4.22,4.95,3.7,3.05,4.94,4.83,3.54,4.54,4.8,6.59,6.48,2.45,4.45,4.18,4.11,0.9,4.26,4.75,3.17,2.15,3.06,4.08,3.05,4.02,3.81,2.95,2.8,5.84,3.89,4.35,12.98,11.1,18.91,11.41,5.65,9.77,10.73,13.76,12.99,7.85,10.11,11.28,15.41,8.29,6,12.76,13.73,11.3,4.1,12.87,11.74,17.02,13.23,8.64,7.79,8.33,8.31,11.96,11.18,11.42,23011
ENSG00000114331,ACAP2,Trafficking regulation,Expressed in all,,Expressed in all,,8.22,19.33,17.63,9.8,13.04,10.49,13.19,17.43,11.77,10.67,12.83,3.68,7.38,4.32,12.29,21.44,14,1.88,10.38,8.57,13.26,4.23,1.08,11.05,11.18,11.37,17.05,9.72,13.34,19.54,22.12,13.33,8.71,4.35,5.83,6.75,11.57,10.73,4.08,8.47,8.66,6.71,9.51,7.03,2.44,2.96,2.49,8.35,8.01,7.72,2.62,7.14,5.25,2.07,7.99,7.39,8.75,4.28,5.95,7.32,6.94,7.91,23527
ENSG00000007255,TRAPPC6A,COPII,Expressed in all,,Expressed in all,,10.93,9.98,25.64,8.44,18.62,13.34,9.26,12.79,29.2,11.18,15.26,8.29,19.8,8.85,13.97,25.15,10.19,6.33,11.97,19.78,8.57,14.93,6.53,21.98,13.47,5.52,26.91,20.99,10.94,28.38,12.85,13.24,13.07,20.17,6.9,16.74,11.55,6.56,12.07,20.92,12.91,23.69,11.61,12.92,6.39,32.72,18.83,11.47,15.6,15.26,9.91,14.62,24.43,8.4,29.28,16.78,30.94,17.24,22.08,23.66,13.2,15.39,79090
ENSG00000136986,DERL1,ERAD,Expressed in all,,Expressed in all,,42.84,52.17,38.87,27.55,41.17,34.84,27.03,30.55,30.49,49.04,32.7,20.01,23.34,32.25,32.22,41.29,30.75,7.14,25.34,26.68,36.05,14.11,11.96,15.4,37.92,28.75,34.24,31.25,33.9,40.72,48.09,48.2,24.02,25.8,16.81,18.21,10.41,19.25,10.01,20.68,19.56,20.86,14.43,20.96,13.97,13.12,18.61,22.4,17.87,21.11,11.9,22.72,18.04,19.15,14.49,21.84,25.02,15.32,15.7,17.49,20.63,16.88,79139
ENSG00000138942,RNF185,ERAD,Expressed in all,,Expressed in all,,14.82,12.39,5.2,14.34,15.34,14.86,19.4,19.06,22.37,13.78,15.35,10.77,26.54,15.64,14.98,12.87,20.56,3.97,16.35,34.77,18.04,13.94,4.7,18.28,15.54,20.49,10.93,11.49,11.49,47.44,17.2,16.97,18.52,17.51,25.95,22.5,10.93,17.65,13.36,22.13,21.62,17.05,18.61,20.53,9.67,20.56,22.35,17.31,21.57,19.99,10.54,17.4,34.44,11.15,26.15,18.45,15.78,18.12,14.53,26.07,22.01,20.83,91445
ENSG00000107021,TBC1D13,Trafficking regulation,Expressed in all,,Expressed in all,,9.59,8.2,7.57,11.82,6.79,9.14,8.75,7.01,15.33,9.92,8.56,7.72,19.19,1.92,10.15,9.01,15.99,2.55,8.67,9.62,6.88,9.08,5.09,8.78,9.75,11.01,10.01,6.63,5.47,12.78,9.02,9.13,10.66,16.99,10.69,10.9,5.85,12.16,15.82,12.96,11.8,10.21,7.7,11.31,8.23,20.29,6.53,10.9,12.06,14.89,8.48,14,15.57,8.14,9.83,13.74,17.27,12.22,8.16,17.56,13.36,9.57,54662
ENSG00000118363,SPCS2,Translocation,Expressed in all,,Expressed in all,,29.54,31.06,7.39,28.58,28.67,18.23,26.42,15.45,27.59,18.06,16.4,10.89,22.74,15.88,22.89,22.86,21.35,6.95,20.89,38.56,25.31,17.83,6.05,12.3,19.71,20.33,23.42,26.36,14.61,32.95,32.75,24.06,10.17,15.15,10.17,9.7,5.4,8.8,11.74,12.76,16.63,11.85,8.85,13.89,7.17,8.8,12.62,12.88,13.52,10.98,12.32,14.64,14.01,4.68,8.3,11.56,14.93,11.47,8.12,16.31,13.26,11.94,9789
ENSG00000124209,RAB22A,Post-Golgi trafficking,Expressed in all,,Expressed in all,,8.78,5.01,2.34,8.98,6.42,5.52,5.58,7.43,4.97,4.69,5.58,1.96,5.67,2.84,5.28,5.1,4.83,1.23,3.65,4.86,5.84,2.91,0.91,5.47,5.65,5.06,4.86,5.32,5.74,8.04,6.17,5.82,5.18,7.75,5.28,4.77,1.55,4.65,6.87,5.07,5.63,4.79,7.3,4.58,2.07,3.88,2.73,4.81,5.27,4.59,2.41,5.94,4.72,1.98,4.78,4.7,4.17,3.93,4.36,6.02,5.12,6.11,57403
ENSG00000086061,DNAJA1,Protein folding,Expressed in all,,Expressed in all,,112.26,72.27,69.47,106.42,50.31,31.77,74.01,40.81,101.04,55.11,78.46,27.8,75.89,79.9,73.38,65.07,57.85,12.42,82.96,69.54,50.25,27.29,9.16,25.48,37.84,69.88,50.23,42.1,133.6,56.02,71,80.3,42.87,88.42,34.29,35.78,32.72,62.26,77.84,36.94,58.47,36.45,29.25,54.84,32.11,47.11,58.63,61.61,44.49,55.77,24.7,69.61,54.48,17.47,25.92,37.5,48.59,41.41,101.06,52.58,51.89,43.22,3301
ENSG00000162909,CAPN2,ER calcium.homeostasis,Expressed in all,,Expressed in all,,67.85,55.22,19.78,32.74,114.3,32.04,50.79,106.81,122.41,80.34,116.1,36.93,80.68,12.86,162.59,27.88,66.37,11.18,49.42,40.96,109.39,46.21,16.01,12.82,41.66,72.8,31.31,86.86,26.59,72.4,44.73,66.58,50.38,48.69,41.91,34.15,11.82,22.46,15.12,45.84,41.48,42.8,46.02,45.52,15.71,34.19,5.6,59.93,36.57,41.24,13.61,19.92,31.97,18.14,20.68,26.03,18.67,55.23,20.38,35.92,36.37,51.25,824
ENSG00000141429,GALNT1,Golgi glycosylation,Expressed in all,,Expressed in all,,18.02,26.02,13.26,14.13,33.99,35.81,18.39,44.22,15.95,20.25,27.28,12.11,13.07,17.33,19.12,27.72,13.89,5.12,33.67,23.4,34.24,22.05,7.57,37.33,39.43,18.69,18.12,20.74,18.2,24.5,33.9,67.77,12.67,11.68,9.79,16.81,7.51,6.01,6.69,13.1,9.88,14.43,22.09,8.73,7.36,4.44,8.11,11.35,9.85,8.02,5.95,9.05,9.5,10.08,19.82,12.29,9.48,8.28,8.41,9.77,7.85,11.7,2589
ENSG00000185808,PIGP,GPI biosynthesis,Expressed in all,,Expressed in all,,33.66,10.48,4.5,9.77,16.74,13.61,15.82,13.73,24.08,22.91,20.2,20.48,24.65,17.95,15.43,12.06,20.56,8.63,13.67,30.57,20.59,14.94,10.09,8.12,11.44,14.13,10.93,14.97,35.91,28.65,14.53,23.56,3.6,7.25,3.06,4.18,0.58,1.84,2.89,2.98,2.84,2.72,1.88,2.83,3.14,2.48,2.21,2.62,3.87,2.61,2.74,7.12,3.31,3.24,1.63,2.24,2.25,3.3,6.48,3.32,2.85,2.1,51227
ENSG00000206418,RAB12,Post-Golgi trafficking,Expressed in all,,Expressed in all,,22.63,16.91,6.33,27.3,13.53,9.5,28.82,24.26,22.94,26.54,18.65,44.76,24.02,13.82,24.93,17.71,25.71,2.13,20.54,21.12,14.56,6.29,47.36,22.4,10.69,30.14,22.1,9.02,12.69,17.1,17.61,23.8,25.52,16.08,22.66,23.18,2.81,33.28,21.44,25.39,23.82,12.49,16.41,23.78,28.95,14.86,9.95,24.64,24.51,21.53,6.3,21.53,17.4,69.3,24.09,16.44,18.67,13.99,10.7,18.71,24.29,21.36,201475
ENSG00000070010,UFD1L,ERAD,Expressed in all,,Expressed in all,,28.4,33.52,34.5,21.13,35.33,24.06,28.21,44.73,31.76,23.98,36.16,25.01,26.86,19.05,27.62,40.33,24.05,8.74,33.99,28.03,33.71,15.4,13.25,24.23,24.55,34.92,25.25,26.64,35.5,37.81,41.86,41.86,17.88,19.29,17.68,15.48,13.03,11.72,10.85,15.37,17.02,16.6,15.65,16.24,12.01,13.57,15.03,18.1,16.75,14.05,9.9,16.45,18.65,23.72,18.82,16.44,18.27,16.16,33.22,18.34,19.76,16.06,7353
ENSG00000179218,CALR,Protein folding,Expressed in all,,Expressed in all,,168.6,351.07,347.61,127.38,307.45,214.41,249.41,185.31,300.6,229.33,211.57,117.29,210.77,300.65,245.9,222.74,210.81,36.18,444.85,324.31,330.26,144.93,32.17,120.22,225.79,324.32,234.28,265.43,183.15,839.51,296.89,240.68,171.87,239.45,192.1,128.34,111.15,76.61,99.73,185.51,227,219.21,211.2,238.63,156.03,183.48,401.48,297.22,143.82,221.7,149.23,228.68,203.48,44.65,135.22,196.77,268.26,181.23,182.18,640.26,209.38,225.6,811
ENSG00000101152,DNAJC5,Protein folding,Expressed in all,,Expressed in all,,10.84,11.89,10.42,37.08,10.74,11.98,6.07,25.63,10.75,9.55,8.59,12.06,5.14,1.56,12.56,10.2,4.34,5.32,10.6,9.77,7,7.45,3.11,13.33,12,7.82,11.69,9.53,8.38,15.55,8.8,11.77,13.67,25.88,13.86,15.42,33.47,60.99,42.59,13.48,10.51,23,41.15,14.12,14.79,19.33,9.34,21.02,12.71,9.97,17.15,34.27,22.31,7.83,21.04,23.21,30.3,22.76,18.61,23.49,14.66,15.59,80331
ENSG00000157823,AP3S2,Post-Golgi trafficking,Expressed in all,,Expressed in all,,19.77,9.93,6.96,24.25,12.43,11.74,18.34,26.72,29.98,21.25,26.64,27.29,37.4,18.47,15.26,16.7,21.61,5.1,14.51,16.99,26.82,7.57,12.16,7.94,8.68,24.04,9.47,8.34,17.38,38.92,22.86,24.41,1.12,1.43,0.84,1.05,1.26,0.84,0.88,1.04,0.9,1.81,0.76,0.78,0.96,1.05,0.78,1.03,0.91,0.86,0.88,0.78,0.96,1.24,0.94,0.85,0.73,0.82,0.92,1.06,0.82,0.84,10239
ENSG00000179262,RAD23A,ERAD,Expressed in all,,Expressed in all,,45.1,48.79,45.18,44.07,38.06,38.22,37.57,58.81,63,53.27,37.83,71.17,23.52,18.18,48.51,48.57,45.39,17.18,58.33,37.34,28.96,33.93,264.59,53.17,35.98,45.33,44.32,34.33,48.14,57.37,36.2,47.88,69.55,61.33,70.69,69.94,43.34,55.21,48.62,62.34,68.57,55.63,47.2,67.24,68.55,45.54,38.51,63.62,65.54,56.94,35.79,59.2,66.3,299.37,65.8,55.13,61.62,56.91,66.54,57.8,69.27,61.43,5886
ENSG00000163479,SSR2,Translocation,Expressed in all,,Expressed in all,,171.65,146.8,134.07,51.17,146.83,110.49,194.86,81.43,187.24,99.08,178.12,56.99,125.49,61.1,147.73,188.93,277.66,81,151.6,160.97,211.58,145.22,18.36,72.39,111.51,180.12,122.75,132.04,104.18,156.75,235.09,187.08,70.77,135.14,56.29,66.99,92.94,30.89,29.13,95.98,129.8,74.09,46.96,88.07,33.36,60.91,65.02,98.17,68.36,134.79,132.59,79.22,81.33,19.67,74.11,74.24,103.04,84,68.16,57.06,94.04,87.13,6746
ENSG00000185624,P4HB,Protein folding,Expressed in all,,Expressed in all,,145.28,168.09,265.03,51.71,195.69,347.85,74.12,311.05,90.97,154.04,164.58,83.76,65.02,228.99,146.36,74.31,61.1,415.93,263.7,206.45,78.71,419.68,62.14,110.56,315.74,98.04,206.98,293.31,32.19,169.23,64.38,139.52,136.5,308.55,151.8,130.03,100.79,57.13,37.83,141.48,156.38,187.4,284.72,139.22,109.52,125.13,561.62,212.5,112.31,115.53,768.31,218.01,218.93,100,209.57,190.53,277.17,263.66,57.08,165.35,126.54,195.53,5034
ENSG00000101596,SMCHD1,Trafficking regulation,Expressed in all,,Expressed in all,,6.45,23.04,19.12,5.89,11.2,11.02,13.95,6.68,8.8,9.49,12,4.73,4.5,3.05,9.62,28.64,10.98,2.73,10.77,10.95,11.85,4,1.62,5.69,11.76,11.19,21.31,9.53,15.37,8.66,18.82,13.88,8.88,4.23,8.47,11.68,19.68,11.28,3.8,10.56,11.15,8.72,4.96,11.07,4.31,3.45,2.98,11.78,10,10.87,6.27,5.76,9.68,4.55,5.94,12.57,16.69,6.99,15.16,7.67,11.72,10.36,23347
ENSG00000067208,EVI5,Trafficking regulation,Expressed in all,,Expressed in all,,5.62,3.5,1.06,3.58,3.53,3.31,4.42,2.76,4.1,3.21,4.28,2.49,3.19,3.91,4.95,2.37,2.38,0.89,6.33,3.91,4.11,1.87,0.51,3.65,3,4.42,3.02,3.67,6.19,5.27,2.32,3.9,3.03,4.83,3.63,2.97,0.64,2.92,2.53,2.86,3.2,2.26,1.68,3.04,2,1.54,2.53,3.66,5.58,2.11,1.49,3.02,2.87,1.04,2.44,2.13,2,2.66,4.78,3.45,3.15,2.57,7813
ENSG00000143761,ARF1,COPI,Expressed in all,,Expressed in all,,160.09,147.28,223.54,138.02,186.24,174.61,154.01,168.43,210.38,136.94,182.47,172.81,104.42,62.63,185.01,151.4,156.79,62.73,255.02,188.8,142.92,168.27,61.46,107.89,177.64,143.01,172.12,168.89,159.65,228.06,125.8,179.7,112.26,126.9,132.22,107.43,128.87,80.03,88.1,113.99,143.96,130.52,114.55,135.96,90.45,101.12,87.84,142.4,105.8,117.74,90.72,167.12,133.71,73.28,105.48,116.9,134.99,112.91,132.39,125.18,136.37,120.34,375
ENSG00000196655,TRAPPC4,COPII,Expressed in all,,Expressed in all,,24.33,14.44,12.52,15.66,16.82,16.72,11.47,19.29,24.26,16.13,21.77,15.44,20.66,6.04,18.75,21.75,14.43,6.13,14.64,24.2,16.39,8.99,6.46,15.59,19.36,13.19,11.59,15.62,23.5,26.96,20.32,23.35,18.08,31.26,18.44,18.37,10.13,20.66,16.24,19.1,20.61,21.45,14.86,20.48,12.33,25.02,11.74,21.53,22.96,20.9,13.02,33.58,22.57,13.99,18.64,21.52,24.93,18.12,39.09,21.44,19.19,17.67,51399
ENSG00000204084,INPP5B,Trafficking regulation,Expressed in all,,Expressed in all,,6.83,10.63,10.58,4.35,6.39,6.01,10.91,6.94,11.01,8.21,9.73,4.7,5.61,3.65,13.64,17.41,17.95,2.02,8.29,6.07,9.35,2.92,2.05,7.33,5.92,12.01,14.79,6.27,7.7,9.55,16.81,10.48,4.95,3.34,7.12,5.97,1.66,7.84,2.49,5.2,5.91,4.43,2.19,5.91,2.55,3.76,3.19,5.74,6.45,9.21,2.45,4.81,4.69,1.81,3.92,5.14,6.76,4.56,3.56,5.49,6,4.53,3633
ENSG00000143742,SRP9,Translocation,Expressed in all,,Expressed in all,,168.78,93.73,70.37,118.39,114.6,94.36,108.77,89.36,131.06,82.26,121.03,80.75,157.1,93.99,88.08,122.03,96.58,21.53,60.07,142.16,130.89,57.56,45.52,69.71,97.74,96.96,70.41,75.66,92.07,127.16,127.69,124.7,54.16,97.26,51.13,59.57,14.25,70.97,92.88,64.05,51.26,56.32,51.38,55.02,43.97,55.13,52.61,55.01,51.61,54.65,31.23,67.87,63.56,49.99,39.97,52.6,54.46,50.59,46.01,59.18,52.07,47.44,6726
ENSG00000170043,TRAPPC1,COPII,Expressed in all,,Expressed in all,,65.45,88.76,52.29,55.72,68.8,62.55,53.58,106.44,81.96,52.08,84.73,62.65,63.12,28.46,83.94,112.23,56.41,13.8,100.48,63.21,74.2,39.53,25.51,64.76,59.21,83.86,79.83,61.49,42.24,67.48,121.23,98.7,77.89,130.98,88.65,103.52,229.66,59.78,96.07,84.65,89.09,106.42,104.37,94.25,84.71,136.17,57.75,120.97,83.22,75.2,53.04,113.49,88.11,49.57,89.5,105.51,166.03,93.84,87.52,95.68,111.82,96.86,58485
ENSG00000081307,UBA5,ERAD,Expressed in all,,Expressed in all,,22.51,15.26,8.06,17.89,16.4,18.25,13.69,12.7,15.71,12.78,13.89,12,23.01,11.05,14.73,14.75,12.62,8.93,16.34,19.53,16.26,20.07,8.05,10.41,17.79,14.14,13.64,14.98,15.6,24.05,16.94,16.37,11.8,22.82,10.75,11.04,1.92,16,12.38,14.22,12.47,11.1,9.33,12.72,11.33,14.06,13.23,13.65,12.95,13.53,19.59,31.81,18.8,8.63,10.53,12.46,16.88,14.32,15.73,18.41,11.98,11.62,79876
ENSG00000141367,CLTC,Post-Golgi trafficking,Expressed in all,,Expressed in all,,79.67,79.38,42.93,144.03,101.18,51.9,72.53,63.52,65.74,73.74,81.35,47.14,87.28,41.71,61.86,61.96,56.13,11.22,97.31,88.17,99.45,31.14,16.46,54.32,55.76,93.5,59.4,64.77,69.59,99.24,65.86,75.56,37.58,54.16,40.19,37.26,18.02,56.03,46.21,30.35,35.4,41.76,30.06,34.75,21.98,34.65,24.16,41.85,33.68,27.43,16.65,40.3,31.05,18.19,29.92,32.09,32.61,30.69,30.13,41.22,33.33,31.7,1213
ENSG00000129128,SPCS3,Translocation,Expressed in all,,Expressed in all,,22.48,50.39,36.73,26.93,31.79,28.35,39.41,21.78,26.86,25.31,32.81,20.62,26.64,17.08,34.54,45.73,18.86,11.29,35.3,30.67,33.01,48.68,5.49,20.7,30.94,30.4,38.05,38.06,11.79,63.12,42.44,42.91,21.33,14.42,19.47,21.98,15.02,17.75,13.73,21.79,34.32,22.11,15.64,25.83,18.68,12.75,19.82,30.63,23.22,15.72,32.06,30.61,23.61,11.07,17.45,23.29,32.37,24.87,8.39,27.77,24.96,26.16,60559
ENSG00000124333,VAMP7,Post-Golgi trafficking,Expressed in all,,Expressed in all,,21.97,22.5,18.8,20.43,19.11,17.9,20.81,18.84,17.15,21.42,21.73,10.51,29.52,17.57,17.71,22.45,15.11,3.21,26.54,19.68,20.63,8.1,5.15,14.67,22.66,23.58,16.33,12.83,15.43,21.89,23.99,23.72,17.63,17.53,18.34,14.23,10.53,9.11,15.22,14.77,14.66,11.13,11.88,14.89,7.85,13.86,10.76,15.23,15.79,10.72,6.01,7.89,12.54,9.62,12.83,12.1,11.23,10.88,10.47,13.33,12.75,13.15,6845
ENSG00000049245,VAMP3,Post-Golgi trafficking,Expressed in all,,Expressed in all,,68.23,46.44,56.5,39.16,54.19,48.51,69.25,67.39,67.11,77.98,62.21,41.8,57.03,22.05,79.11,36.47,64.49,7.14,63.24,54.5,61.48,21.67,23.33,47.89,55.02,71.84,42.79,44.66,45.45,60.66,42.83,75.66,63.9,39.39,54.08,44.5,34.99,18.87,35.8,42.8,46.22,31.08,33.9,45.22,23.53,31.68,11.89,50.11,55.2,37.97,11.12,33.84,35.39,25.08,43.07,30.99,31.62,29.75,26.17,36.91,42.89,38.91,9341
ENSG00000165527,ARF6,Trafficking regulation,Expressed in all,,Expressed in all,,22.38,40.29,46.15,12.08,48.57,36.34,20.63,76.38,31.77,24.62,33.92,9.34,23.97,19.35,32.07,55.39,13.48,5.64,31.56,32.39,46.53,17.88,5.54,40.34,41.04,21.88,42.81,37.01,17.56,21.54,61.19,38.36,29.06,23.1,24.01,37.31,40.17,10.81,9.18,36.39,21.54,45.6,106.28,30.76,11.6,26.82,17,32.31,21.17,16,10.71,15.53,25.19,17.69,64.82,40.43,42,27.12,25.51,20.46,23.06,50.86,382
ENSG00000118508,RAB32,Post-Golgi trafficking,Expressed in all,,Expressed in all,,9.6,23.31,72.38,3.82,28.13,10.01,19.16,7.86,8.27,14.94,19.48,4.08,13.74,17.67,20.28,15.54,7.37,1.67,11.45,10.74,26.48,3.25,0.92,7.01,8.85,31.81,30.47,11.19,23.51,6.75,10.55,20.09,22.28,14.25,21.97,13.19,71.52,1.49,3.52,19.98,15.59,25.17,4.15,18.02,5.17,14.06,16.13,25.3,18.15,8.82,5.37,3.27,12.08,1.5,14,14.01,46.53,12.92,35.09,8.8,19.81,12.57,10981
ENSG00000139190,VAMP1,Post-Golgi trafficking,Expressed in all,,Expressed in all,,7.2,18.09,34.56,22.02,4.23,4.67,11.37,4.43,6.8,3.68,6.37,3.05,2.84,1.59,6.37,31.56,4.05,0.62,2.29,9.83,11.13,4.28,1.39,4.04,5.89,9.11,16.85,5.52,5.58,8.93,29.41,6.77,1.38,2.01,2.87,2.51,1.72,2.71,4.42,2.59,2.83,2.22,1.27,3.3,0.75,1.25,0.94,1.76,3.29,1.96,0.78,1.68,3.26,0.76,1.18,4.42,3.62,1.83,1.85,3.83,3.55,2.92,6843
ENSG00000130175,PRKCSH,Protein folding,Expressed in all,,Expressed in all,,67.28,74.31,93.02,55.13,84.08,90.05,92.79,67.64,140.47,72.68,93.31,39.94,53.51,50.14,78.11,75.29,164.4,37.39,108.17,80.33,89.37,72.44,17.53,78.44,89.12,72.1,84.05,78.12,75.06,132.1,76.76,97.84,57.7,63.33,47.47,63.56,53.48,50.72,43.14,73.73,81.02,74.07,46.23,64.13,29.66,55.59,55.61,61.29,58.45,108.46,59.34,84.59,71.49,18.97,66.99,67.88,78.05,61.47,72.39,77.37,77.03,76.24,5589
ENSG00000087338,GMCL1,Trafficking regulation,Expressed in all,,Expressed in all,,5.52,7.05,6.32,4.5,8.76,11.8,6.91,6.17,7.49,6.14,7.6,2.25,8.06,3.51,6.45,9.41,6.47,1.74,6.14,9.35,9.44,4.12,0.97,6.07,9.4,5.01,6.5,5.52,14.62,7.49,9.55,8.55,5.6,3.23,5.86,5.72,3.01,5.82,3.69,5.51,5.68,4.74,4.42,4.35,1.75,3.23,2.63,4.7,6.12,4.73,3.64,6.08,5.15,1.21,4.56,4.98,4,3.6,10.81,4.64,4.45,5.22,64395
ENSG00000144674,GOLGA4,Trafficking regulation,Expressed in all,,Expressed in all,,22.49,18.61,9.05,15.66,26.88,30.24,16.98,26.75,13.71,27.69,18.76,29.43,26.06,16.38,15.95,14.36,15.03,7.73,27.24,26.02,23.87,18.1,19.84,34.39,29.78,16.52,13.68,23.54,45.71,44.66,16.52,18.25,13.53,12.89,10.91,10.78,1.39,13.11,7.08,11.26,8.74,11.67,12.41,9.32,16.42,10.13,11.91,12.03,10.07,8.82,9.89,20.67,13.33,29.7,16.15,13.37,7.9,13.36,21.47,17.41,9.07,11.42,2803
ENSG00000239264,TXNDC5,Protein folding,Expressed in all,,Expressed in all,,56.61,150.04,30.79,12.31,181.71,188.96,69.33,62.11,63.04,65,93.42,27.45,29.95,40.73,63.48,157.47,75.05,22.71,93.33,50.71,160.72,102.77,3.69,21.08,141.31,96.71,122.28,207.68,24.96,67.31,207.96,256.57,13.81,11.68,13.43,12.67,4.22,1.57,2.08,13.99,17.73,26.58,8.78,15.65,5.91,5.01,13.64,16.47,8.38,16.23,16.31,5.67,7.54,2.31,4.9,24.8,40.89,16.19,2.75,8.42,13.56,14.45,81567
ENSG00000123240,OPTN,Trafficking regulation,Expressed in all,,Expressed in all,,72.88,28.22,17.96,51.58,40.62,42.46,32.31,48.69,29.74,62.09,36.43,55.68,52.08,29.24,33.83,33.28,72.44,7.54,38.71,26.6,41.12,20.67,223.07,46.35,48.09,33.96,41.58,37.2,71.17,17.38,28.81,41.16,40.73,35.23,33.18,22.47,13.42,31.76,29.41,27.05,26.68,21.79,18.16,20.19,32.15,24.11,14.05,24.67,30.78,37.58,9.43,20.58,18.19,205.19,28.27,22.48,21.11,17.28,46.93,14.71,21.44,27.62,10133
ENSG00000130985,UBA1,ERAD,Expressed in all,,Expressed in all,,78.36,81.79,44.15,77.09,59.85,51.98,75.21,70.58,107.38,63.05,59.6,48.26,56.78,22.56,66.13,83.55,74.07,14.4,56.29,60.64,54.79,44.69,41.09,73.86,48.2,91.72,76.05,56.21,71.37,87.44,88.41,60.98,41.27,70.78,41.33,46.77,39.7,55.49,33.01,50.03,59.94,47.37,54.37,56.25,30.53,47.06,28.12,49.53,53,61.44,22.06,66.17,50.27,45.41,50.17,44.17,60.48,39.4,58.36,78.85,62.11,56.71,7317
